MÃ 一级编码,一级编码名称, SẢN PHẨM 类别,MÃ SẢN PHẨM 类别编码,TÊN VẬT PHẨM 物品名称,MÃ VẬT PHẨM 物品编码,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,Bao thẻ đeo 厂卡袋子,F0908006,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,Thẻ đeo ( vỏ thẻ + đồ kẹp ) 厂卡袋子,F0908007,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,Pin 2A 电池2A,F0908008,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,Pin 3A 电池3A,F0908009,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,soc ro nhua 25.7 cm x 25.2 cm 垃圾箩筐,F0908010,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,Sọt rác nhựa 43*46 垃圾筐 xanh lá cây,F0908011,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,Thước nhựa cây 30cm 塑胶尺,F0908012,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,Kệ 1 ngăn 文件座（单格）,F0908013,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,Kệ 3 ngăn 文件座（三格）,F0908014,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,Máy tính nhỏ 小计算机,F0908015,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,bảng viết cho chuyền 81*109 (có tiêu đề),F0908016,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,bản viêt kèm kệ 140*120cm,F0908017,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,Đồ chuốt viết chì  卷笔刀,F0908018,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,Gôm Thiên Long E02 皮擦,F0908019,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,thùng nhựa 塑料水桶,F0908020,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,then chốt cài cửa 门锁插销,F0908021,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,bảng đứng trắng 120 x 120 白板,F0908022,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,垃圾桶 （中）thùng rác trung,F0908023,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,Quạt đứng 电风扇（落地扇）,F0908024,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,nút điều chỉnh quạt 风扇调速器,F0908025,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,thùng rác lớn 垃圾桶 （大）,F0908026,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,thước sắt 30cm 钢尺,F0908027,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,chén 饭碗,F0908028,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,dĩa vừa 餐盘（中）,F0908029,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,dĩa to餐盘（大）,F0908030,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,chén nước chấm 蘸料碗,F0908031,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,Đũa 筷子,F0908032,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,muỗng 勺子,F0908033,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,Nĩa innox 餐叉,F0908034,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,nĩa nhựa 水果叉,F0908035,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,bánh xe cửa (to) 门轮,F0908036,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,Ruột chì vàng 0.7mm Yoyo 铅芯,F0908037,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,nước suối 矿泉水,F0908038,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,Thẻ đeo ( vỏ thẻ + đồ kẹp ) 厂卡袋子,F0908039,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,Bộ hồ sơ xin việc 求职档案,F0908040,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,hồ dán 液体胶水,F0908041,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,ghế nhựa 塑胶椅子,F0908042,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,Quạt điện 电风扇,F0908043,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,Gối 沉头,F0908044,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,dán kính mờ 模糊纸,F0908045,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,danh thiếp 名片,F0908046,,,,,,,,,,,,,,,,,,,,,
F09 ( VPP),"văn phòng phẩm
办公文具",Khác 其它,F0908,Bìa Ép Plastic A4过塑,F0908047,,,,,,,,,,,,,,,,,,,,,
F10,工具,Công cụ工具,F1001,đục lỗ 3mm 打孔器,F1001001,,,,,,,,,,,,,,,,,,,,,
F10,工具,Công cụ工具,F1001,đục lỗ 5mm 打孔器,F1001002,,,,,,,,,,,,,,,,,,,,,
F10,工具,Công cụ工具,F1001,đục lỗ 10mm 打孔器,F1001003,,,,,,,,,,,,,,,,,,,,,
F10,工具,Công cụ工具,F1001,kiềm phe 9'' 卡簧钳（cây mở nghịch）,F1001004,,,,,,,,,,,,,,,,,,,,,
F10,工具,Công cụ工具,F1001,đá cắt tay 切割刀片,F1001005,,,,,,,,,,,,,,,,,,,,,
F10,工具,Công cụ工具,F1001,keo cắt inox 10inch 不锈钢剪刀,F1001006,,,,,,,,,,,,,,,,,,,,,
F10,工具,Công cụ工具,F1001,Cụm đá mài dao máy cắt đầu bàn 断布机磨刀石,F1001007,,,,,,,,,,,,,,,,,,,,,
F10,工具,Công cụ工具,F1001,phích cắm điện电刀插座,F1001008,,,,,,,,,,,,,,,,,,,,,
F10,工具,Công cụ工具,F1001,thước gỗ 1m 一米木直尺,F1001009,,,,,,,,,,,,,,,,,,,,,
F10,工具,Công cụ工具,F1001,Vòng luồng chun 32cm 穿腰绳工具,F1001010,,,,,,,,,,,,,,,,,,,,,
F10,工具,Công cụ工具,F1001,Kéo cắt vải 12 inch 剪刀,F1001011,,,,,,,,,,,,,,,,,,,,,
F10,工具,Công cụ工具,F1001,kiềm bấm LN60 尖嘴钳,F1001012,,,,,,,,,,,,,,,,,,,,,
F10,工具,Công cụ工具,F1001,búa cao su 橡胶锤,F1001013,,,,,,,,,,,,,,,,,,,,,
F10,工具,Công cụ工具,F1001,dùi mổ vải nhựa 锥子,F1001014,,,,,,,,,,,,,,,,,,,,,
F10,工具,Công cụ工具,F1001,máy đo độ ẩm hàng hóa 湿度测试仪,F1001015,,,,,,,,,,,,,,,,,,,,,
F10,工具,Công cụ工具,F1001,kẹp vải 12cm 布夹子 12cm,F1001016,,,,,,,,,,,,,,,,,,,,,
F10,工具,Công cụ工具,F1001,đá mài dao cắt vòng 120# 磨刀（龙门刀）,F1001017,,,,,,,,,,,,,,,,,,,,,
F11,水电相关用品,"dụng cụ điện
电力相关用品",F1101,cầu chì 20A 保险丝,F1101001,,,,,,,,,,,,,,,,,,,,,
F11,水电相关用品,"dụng cụ điện
电力相关用品",F1101,Đèn năng lượng mặt trời 太阳能路灯,F1101002,,,,,,,,,,,,,,,,,,,,,
F11,水电相关用品,"dụng cụ điện
电力相关用品",F1101,bóng đèn tròn 50W 圆形灯泡,F1101003,,,,,,,,,,,,,,,,,,,,,
F11,水电相关用品,"dụng cụ điện
电力相关用品",F1101,bóng đèn led 1m2 灯管 （灯头）,F1101004,,,,,,,,,,,,,,,,,,,,,
F11,水电相关用品,"dụng cụ điện
电力相关用品",F1101,chui đèn 灯头,F1101005,,,,,,,,,,,,,,,,,,,,,
F11,水电相关用品,"dụng cụ điện
电力相关用品",F1101,CB cóc 30A 断路器,F1101006,,,,,,,,,,,,,,,,,,,,,
F11,水电相关用品,"dụng cụ điện
电力相关用品",F1101,CB cóc 50A 断路器,F1101007,,,,,,,,,,,,,,,,,,,,,
F11,水电相关用品,"dụng cụ điện
电力相关用品",F1101,hộp CB cóc 断路器盖子（开关盖子）,F1101008,,,,,,,,,,,,,,,,,,,,,
F11,水电相关用品,"dụng cụ điện
电力相关用品",F1101,Ống ruột gà PVC透明钢丝软管,F1101009,,,,,,,,,,,,,,,,,,,,,
F11,水电相关用品,"dụng cụ điện
电力相关用品",F1101,bó que hàn 2 li 5 电焊条 ,F1101010,,,,,,,,,,,,,,,,,,,,,
F11,水电相关用品,"dụng cụ điện
电力相关用品",F1101,nẹp điện 2cm 电缆线,F1101011,,,,,,,,,,,,,,,,,,,,,
F11,水电相关用品,"dụng cụ điện
电力相关用品",F1101,máng bóng đèn 灯管支架,F1101012,,,,,,,,,,,,,,,,,,,,,
F11,水电相关用品,"dụng cụ điện
电力相关用品",F1101,"ổ cắm 4 chui ( Nhật Quang),5m 播排",F1101013,,,,,,,,,,,,,,,,,,,,,
F11,水电相关用品,"dụng cụ điện
电力相关用品",F1101,băng keo điện  电工胶带 ,F1101014,,,,,,,,,,,,,,,,,,,,,
F11,水电相关用品,"dụng cụ điện
电力相关用品",F1101,dây điện 2*2.5 电源线,F1101015,,,,,,,,,,,,,,,,,,,,,
F11,水电相关用品,"dụng cụ điện
电力相关用品",F1101,dây điện 3pha 4 sợi 4.0 电源线,F1101016,,,,,,,,,,,,,,,,,,,,,
F11,水电相关用品,"dụng cụ điện
电力相关用品",F1101,dây điện 3pha 3 sợi 2.5 电源线,F1101017,,,,,,,,,,,,,,,,,,,,,
F11,水电相关用品,"dụng cụ điện
电力相关用品",F1101,"dây diện 4,0 cadivi 电源线",F1101018,,,,,,,,,,,,,,,,,,,,,
F11,水电相关用品,"dụng cụ điện
电力相关用品",F1101,dây diện 4*10 cadivi 电源线,F1101019,,,,,,,,,,,,,,,,,,,,,
F11,水电相关用品,"dụng cụ điện
电力相关用品",F1101,công tắc开关,F1101019,,,,,,,,,,,,,,,,,,,,,
F11,水电相关用品,"dụng cụ điện
电力相关用品",F1101,thanh te 8P 零接线排,F1101020,,,,,,,,,,,,,,,,,,,,,
F11,水电相关用品,"dụng cụ điện
电力相关用品",F1101,thanh te 11P sứ 2 đầu 地接线排,F1101021,,,,,,,,,,,,,,,,,,,,,
F11,水电相关用品,"dụng cụ điện
电力相关用品",F1101,vỏ tủ điện TC 配电箱,F1101022,,,,,,,,,,,,,,,,,,,,,
F11,水电相关用品,"dụng cụ điện
电力相关用品",F1101,CB 3 pha C20A 断路器,F1101023,,,,,,,,,,,,,,,,,,,,,
F11,水电相关用品,"dụng cụ điện
电力相关用品",F1101,CB 3 pha C63A 断路器,F1101024,,,,,,,,,,,,,,,,,,,,,
F11,水电相关用品,"dụng cụ điện
电力相关用品",F1101,"Dây điện đôi 1,0 电源线",F1101025,,,,,,,,,,,,,,,,,,,,,
F11,水电相关用品,"dụng cụ điện
电力相关用品",F1101,Keo bọt nở Foam 发泡剂,F1101026,,,,,,,,,,,,,,,,,,,,,
F11,水电相关用品,"dụng cụ điện
电力相关用品",F1101,"công tắc cửa cuốn 卷帘门按钮开关 
",F1101027,,,,,,,,,,,,,,,,,,,,,
F12,水电相关用品,"dụng cụ nước 02
涉水用品",F1201,co răng 21  弯头,F1201001,,,,,,,,,,,,,,,,,,,,,
F12,水电相关用品,"dụng cụ nước 02
涉水用品",F1201,ống 21 塑料管,F1201002,,,,,,,,,,,,,,,,,,,,,
F12,水电相关用品,"dụng cụ nước 02
涉水用品",F1201,keo gắn ống nhựa 管道粘合剂,F1201003,,,,,,,,,,,,,,,,,,,,,
F12,水电相关用品,"dụng cụ nước 02
涉水用品",F1201,T giãm 27 xuong 21 三通,F1201004,,,,,,,,,,,,,,,,,,,,,
F12,水电相关用品,"dụng cụ nước 02
涉水用品",F1201,day cấp nước 供水管（塑料管）,F1201005,,,,,,,,,,,,,,,,,,,,,
F12,水电相关用品,"dụng cụ nước 02
涉水用品",F1201,dây rút 30cm 扎带,F1201006,,,,,,,,,,,,,,,,,,,,,
F12,水电相关用品,"dụng cụ nước 02
涉水用品",F1201,ong nuoc 27 塑料管,F1201007,,,,,,,,,,,,,,,,,,,,,
F12,水电相关用品,"dụng cụ nước 02
涉水用品",F1201,T 27 三通,F1201008,,,,,,,,,,,,,,,,,,,,,
F12,水电相关用品,"dụng cụ nước 02
涉水用品",F1201,Co 27 弯头,F1201009,,,,,,,,,,,,,,,,,,,,,
F12,水电相关用品,"dụng cụ nước 02
涉水用品",F1201,Khoá 27 阀门,F1201010,,,,,,,,,,,,,,,,,,,,,
F12,水电相关用品,"dụng cụ nước 02
涉水用品",F1201,T 34 giam 27 三通,F1201011,,,,,,,,,,,,,,,,,,,,,
F12,水电相关用品,"dụng cụ nước 02
涉水用品",F1201,phễu lọc rác 水槽过滤网,F1201012,,,,,,,,,,,,,,,,,,,,,
F12,水电相关用品,"dụng cụ nước 02
涉水用品",F1201,ống 34 塑料管,F1201013,,,,,,,,,,,,,,,,,,,,,
F12,水电相关用品,"dụng cụ nước 02
涉水用品",F1201,Te 34 弯头,F1201014,,,,,,,,,,,,,,,,,,,,,
F12,水电相关用品,"dụng cụ nước 02
涉水用品",F1201,co 34 三通,F1201015,,,,,,,,,,,,,,,,,,,,,
F12,水电相关用品,"dụng cụ nước 02
涉水用品",F1201,khoá 34 阀门,F1201016,,,,,,,,,,,,,,,,,,,,,
F12,水电相关用品,"dụng cụ nước 02
涉水用品",F1201,vòi nước nhựa 塑胶水龙头,F1201017,,,,,,,,,,,,,,,,,,,,,
F13,水电相关用品,"dụng cụ nước 02
涉水用品",F1201,ống 1 tấc đúc 34 铁管 10cm,F1201018,,,,,,,,,,,,,,,,,,,,,
F14,水电相关用品,"dụng cụ nước 02
涉水用品",F1201,Ống 2 tấc đúc 34 铁管 20cm,F1201019,,,,,,,,,,,,,,,,,,,,,
F14,水电相关用品,"dụng cụ nước 02
涉水用品",F1201,Thùng nhựa 塑料桶,F1201020,,,,,,,,,,,,,,,,,,,,,
F14,水电相关用品,"dụng cụ nước 02
涉水用品",F1201,Sắt V3 角铁,F1201021,,,,,,,,,,,,,,,,,,,,,
F14,水电相关用品,"dụng cụ nước 02
涉水用品",F1201,ống sắt phi 34 dày 2li 铁管,F1201022,,,,,,,,,,,,,,,,,,,,,
F14,水电相关用品,"dụng cụ nước 02
涉水用品",F1201,Co phi 34 弯头,F1201023,,,,,,,,,,,,,,,,,,,,,
F14,水电相关用品,"dụng cụ nước 02
涉水用品",F1201,Đầu bịt ren ngoài 外丝堵头,F1201024,,,,,,,,,,,,,,,,,,,,,
F14,水电相关用品,"dụng cụ nước 02
涉水用品",F1201,Ống sắt phi 34 20p ren 2 đầu 外丝直接,F1201025,,,,,,,,,,,,,,,,,,,,,
F14,水电相关用品,"dụng cụ nước 02
涉水用品",F1201,van 1 chiều răng 34 单向阀,F1201026,,,,,,,,,,,,,,,,,,,,,
F13,电脑设备,"Thiết bị IT
电脑设备",F1301,Cổng chuyển đổi type C Type C 转接头,F1301001,,,,,,,,,,,,,,,,,,,,,
F13,电脑设备,"Thiết bị IT
电脑设备",F1301,thiết bị chuyển mạch  交换机设备,F1301002,,,,,,,,,,,,,,,,,,,,,
F13,电脑设备,"Thiết bị IT
电脑设备",F1301,dây mạng CAT6  网络线,F1301003,,,,,,,,,,,,,,,,,,,,,
F13,电脑设备,"Thiết bị IT
电脑设备",F1301,dây rút 30cm 扎带,F1301004,,,,,,,,,,,,,,,,,,,,,
F13,电脑设备,"Thiết bị IT
电脑设备",F1301,decal cuon  标签卷,F1301005,,,,,,,,,,,,,,,,,,,,,
F13,电脑设备,"Thiết bị IT
电脑设备",F1301,Dây điện nguồn máy tính 10A 250V 1m8 电脑电源线  1米8     ,F1301006,,,,,,,,,,,,,,,,,,,,,
F13,电脑设备,"Thiết bị IT
电脑设备",F1301,硬盘 ổ cứng SSD P210 256GB,F1301007,,,,,,,,,,,,,,,,,,,,,
F14,维修工厂物品,维修工厂物品,F1401,sơn dầu 油漆,F1401001,,,,,,,,,,,,,,,,,,,,,
F14,维修工厂物品,维修工厂物品,F1401,thanh lăn sơn 油漆滚刷,F1401002,,,,,,,,,,,,,,,,,,,,,
F14,维修工厂物品,维修工厂物品,F1401,cọ sơn 5cm 漆刷,F1401003,,,,,,,,,,,,,,,,,,,,,
F14,维修工厂物品,维修工厂物品,F1401,bát chữ L 5cm 90度角码,F1401004,,,,,,,,,,,,,,,,,,,,,
F14,维修工厂物品,维修工厂物品,F1401,ốc đầu dù 2cm 带钻自攻螺丝(螺丝),F1401005,,,,,,,,,,,,,,,,,,,,,
F14,维修工厂物品,维修工厂物品,F1401,气油,F1401006,,,,,,,,,,,,,,,,,,,,,
F14,维修工厂物品,维修工厂物品,F1401,sơn dầu 油漆 1kg,F1401007,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
